Time      ECG     TEB
4.16     480     13.9042
4.165     452     13.9007
4.17     481     13.8989
4.175     509     13.8919
4.18     479     13.8954
4.185     446     13.8954
4.19     471     13.8954
4.195     502     13.8902
4.2     472     13.8937
4.205     441     13.913
4.21     472     13.9147
4.215     503     13.9007
4.22     473     13.8989
4.225     442     13.8866
4.23     470     13.8866
4.235     500     13.8779
4.24     479     13.8866
4.245     442     13.8919
4.25     473     13.8919
4.255     499     13.8971
4.26     473     13.8919
4.265     439     13.8866
4.27     459     13.8849
4.275     496     13.8866
4.28     496     13.8954
4.285     488     13.9042
4.29     573     13.9077
4.295     682     13.9007
4.3     722     13.9007
4.305     678     13.9042
4.31     648     13.8937
4.315     625     13.8937
4.32     544     13.8954
4.325     474     13.8989
4.33     476     13.913
4.335     507     13.9094
4.34     479     13.9182
4.345     447     13.9217
4.35     475     13.9165
4.355     499     13.9113
4.36     477     13.92
4.365     447     13.9165
4.37     470     13.9148
4.375     499     13.9148
4.38     473     13.92
4.385     441     13.9217
4.39     478     13.92
4.395     505     13.913
4.4     476     13.9165
4.405     442     13.913
4.41     466     13.9077
4.415     500     13.9182
4.42     471     13.9182
4.425     444     13.9253
4.43     468     13.9322
4.435     503     13.9287
4.44     477     13.9305
4.445     446     13.9253
4.45     474     13.9217
4.455     503     13.9025
4.46     473     13.8972
4.465     442     13.906
4.47     477     13.906
4.475     511     13.906
4.48     481     13.9113
4.485     447     13.9113
4.49     484     13.9253
4.495     511     13.9253
4.5     478     13.92
4.505     450     13.9305
4.51     491     13.934
4.515     520     13.92
4.52     496     13.927
4.525     471     13.9253
4.53     500     13.9217
4.535     533     13.9253
4.54     511     13.9305
4.545     489     13.9376
4.55     520     13.9323
4.555     556     13.9411
4.56     535     13.9323
4.565     510     13.934
4.57     533     13.9305
4.575     569     13.934
4.58     549     13.9217
4.585     514     13.9235
4.59     542     13.927
4.595     568     13.9358
4.6     534     13.9305
4.605     498     13.9533
4.61     524     13.9568
4.615     545     13.9604
4.62     513     13.9464
4.625     478     13.9516
4.63     499     13.9481
4.635     528     13.9533
4.64     492     13.9445
4.645     457     13.9533
4.65     492     13.9586
4.655     520     13.9481
4.66     491     13.9516
4.665     455     13.9481
4.67     484     13.9445
4.675     514     13.9463
4.68     488     13.955
4.685     459     13.9515
4.69     484     13.9603
4.695     517     13.9586
4.7     482     13.9568
4.705     458     13.9533
4.71     485     13.9428
4.715     516     13.9428
4.72     485     13.9393
4.725     456     13.9428
4.73     483     13.9445
4.735     519     13.9323
4.74     488     13.934
4.745     463     13.9236
4.75     486     13.92
4.755     517     13.9183
4.76     484     13.9236
4.765     459     13.92
4.77     491     13.9253
4.775     518     13.9305
4.78     485     13.9305
4.785     458     13.927
4.79     490     13.9305
4.795     515     13.9217
4.8     487     13.92
4.805     452     13.9148
4.81     488     13.9165
4.815     520     13.913
4.82     484     13.9217
4.825     451     13.9235
4.83     483     13.9182
4.835     512     13.9182
4.84     483     13.9165
4.845     452     13.9165
4.85     485     13.9113
4.855     515     13.9113
4.86     480     13.9305
4.865     456     13.9305
4.87     482     13.92
4.875     519     13.9217
4.88     479     13.9165
4.885     452     13.9165
4.89     486     13.9113
4.895     511     13.9113
4.9     483     13.9165
4.905     456     13.9305
4.91     482     13.9305
4.915     515     13.9182
4.92     484     13.913
4.925     455     13.8971
4.93     488     13.8954
4.935     514     13.8954
4.94     483     13.9059
4.945     453     13.9094
4.95     485     13.913
4.955     513     13.9042
4.96     477     13.8954
4.965     452     13.8954
4.97     484     13.8937
4.975     512     13.8954
4.98     481     13.8989
4.985     460     13.9094
4.99     486     13.9077
4.995     510     13.9059
5     482     13.9077
5.005     454     13.8989
5.01     486     13.8989
5.015     513     13.8989
5.02     484     13.9007
5.025     460     13.9042
5.03     487     13.913
5.035     519     13.9094
5.04     485     13.9182
5.045     452     13.9217
5.05     487     13.913
5.055     513     13.9077
5.06     484     13.9165
5.065     457     13.9077
5.07     487     13.9113
5.075     520     13.9077
5.08     485     13.9165
5.085     457     13.9182
5.09     489     13.913
5.095     516     13.9094
5.1     489     13.9094
5.105     465     13.9007
5.11     496     13.9007
5.115     522     13.8971
5.12     488     13.9094
5.125     465     13.9076
5.13     493     13.9112
5.135     518     13.9164
5.14     486     13.9199
5.145     462     13.9059
5.15     496     13.9059
5.155     524     13.8919
5.16     487     13.8814
5.165     460     13.8866
5.17     493     13.8866
5.175     514     13.8919
5.18     483     13.8954
5.185     457     13.9042
5.19     490     13.9007
5.195     514     13.9007
5.2     483     13.8971
5.205     455     13.9059
5.21     485     13.9059
5.215     515     13.8971
5.22     489     13.8901
5.225     457     13.8936
5.23     486     13.8936
5.235     515     13.8831
5.24     484     13.8919
5.245     461     13.8954
5.25     486     13.8902
5.255     514     13.9007
5.26     475     13.8902
5.265     453     13.8884
5.27     507     13.8884
5.275     559     13.8848
5.28     579     13.8761
5.285     619     13.8726
5.29     730     13.8778
5.295     773     13.8761
5.3     675     13.8848
5.305     595     13.8971
5.31     578     13.8971
5.315     562     13.8971
5.32     508     13.8919
5.325     476     13.8919
5.33     503     13.8866
5.335     527     13.8901
5.34     495     13.8901
5.345     470     13.8989
5.35     497     13.9129
5.355     522     13.9112
5.36     488     13.9059
5.365     467     13.9024
5.37     498     13.9006
5.375     524     13.8971
5.38     491     13.9146
5.385     466     13.9094
5.39     495     13.9287
5.395     521     13.9357
5.4     489     13.9252
5.405     466     13.9164
5.41     498     13.9252
5.415     522     13.9217
5.42     494     13.9287
5.425     465     13.9304
5.43     502     13.9217
5.435     523     13.9199
5.44     489     13.9304
5.445     465     13.9147
5.45     500     13.9112
5.455     528     13.9235
5.46     492     13.9076
5.465     468     13.9076
5.47     505     13.9076
5.475     534     13.9234
5.48     505     13.9146
5.485     474     13.9146
5.49     507     13.9094
5.495     538     13.9094
5.5     506     13.9076
5.505     483     13.8989
5.51     520     13.9006
5.515     547     13.9059
5.52     524     13.9059
5.525     499     13.9111
5.53     536     13.9111
5.535     568     13.9146
5.54     538     13.9094
5.545     518     13.9094
5.55     552     13.9129
5.555     589     13.9129
5.56     558     13.9269
5.565     538     13.9322
5.57     573     13.9304
5.575     599     13.9234
5.58     561     13.9234
5.585     535     13.9234
5.59     562     13.9217
5.595     581     13.9269
5.6     542     13.9409
5.605     507     13.9462
5.61     535     13.9409
5.615     554     13.9339
5.62     517     13.9322
5.625     485     13.9234
5.63     524     13.9146
5.635     539     13.9199
5.64     500     13.9339
5.645     474     13.9287
5.65     509     13.9322
5.655     533     13.9287
5.66     499     13.9146
5.665     474     13.9181
5.67     507     13.9164
5.675     533     13.9181
5.68     504     13.9234
5.685     480     13.9339
5.69     511     13.9287
5.695     537     13.9287
5.7     496     13.9322
5.705     473     13.9181
5.71     511     13.9164
5.715     531     13.9146
5.72     501     13.9111
5.725     477     13.9146
5.73     508     13.9234
5.735     533     13.9251
5.74     500     13.9287
5.745     477     13.9374
5.75     508     13.9269
5.755     530     13.9269
5.76     500     13.9322
5.765     475     13.9217
5.77     508     13.9304
5.775     532     13.9304
5.78     498     13.9357
5.785     477     13.9374
5.79     509     13.9357
5.795     534     13.9287
5.8     498     13.9287
5.805     472     13.9199
5.81     506     13.9234
5.815     532     13.9216
5.82     497     13.9322
5.825     471     13.9339
5.83     511     13.9392
5.835     533     13.9339
5.84     500     13.9339
5.845     474     13.9199
5.85     504     13.9199
5.855     531     13.9059
5.86     492     13.9006
5.865     469     13.9006
5.87     508     13.9094
5.875     527     13.9059
5.88     496     13.9111
5.885     471     13.9199
5.89     508     13.9234
5.895     531     13.9199
5.9     496     13.9164
5.905     476     13.9199
5.91     511     13.9287
5.915     529     13.9111
5.92     489     13.9129
5.925     472     13.9111
5.93     506     13.9023
5.935     533     13.9023
5.94     500     13.9146
5.945     472     13.9094
5.95     505     13.9094
5.955     531     13.9041
5.96     494     13.9041
5.965     470     13.9059
5.97     508     13.9076
5.975     531     13.8936
5.98     496     13.8848
5.985     478     13.8866
5.99     510     13.8901
5.995     533     13.8901
6     496     13.9111
6.005     472     13.9146
6.01     510     13.9234
6.015     530     13.9094
6.02     493     13.9094
6.025     473     13.9146
6.03     511     13.9076
6.035     535     13.9076
6.04     498     13.9076
6.045     472     13.9129
6.05     507     13.9164
6.055     532     13.9111
6.06     499     13.9111
6.065     478     13.9076
6.07     511     13.9094
6.075     533     13.9146
6.08     500     13.9181
6.085     477     13.9199
6.09     508     13.9234
6.095     533     13.9164
6.1     494     13.9251
6.105     474     13.9199
6.11     513     13.9146
6.115     538     13.9164
6.12     503     13.9164
6.125     478     13.9164
6.13     513     13.9094
6.135     539     13.9111
6.14     509     13.9111
6.145     486     13.9023
6.15     518     13.9006
6.155     542     13.8989
6.16     511     13.9059
6.165     487     13.9059
6.17     524     13.9076
6.175     539     13.9216
6.18     500     13.9058
6.185     478     13.9129
6.19     517     13.9076
6.195     540     13.9076
6.2     498     13.9023
6.205     473     13.8971
6.21     507     13.8971
6.215     529     13.8953
6.22     495     13.9076
6.225     471     13.9094
6.23     510     13.9041
6.235     531     13.9076
6.24     494     13.9059
6.245     475     13.9059
6.25     509     13.9111
6.255     531     13.9164
6.26     495     13.9251
6.265     472     13.9304
6.27     510     13.9251
6.275     532     13.9129
6.28     497     13.9164
6.285     478     13.9076
6.29     508     13.9111
6.295     524     13.9164
6.3     502     13.9287
6.305     502     13.9339
6.31     576     13.9181
6.315     655     13.9164
6.32     696     13.9129
6.325     735     13.8988
6.33     735     13.8901
6.335     697     13.8953
6.34     607     13.9041
6.345     540     13.9041
6.35     545     13.9094
6.355     552     13.9076
6.36     513     13.8936
6.365     482     13.8971
6.37     520     13.8936
6.375     538     13.8988
6.38     498     13.9076
